SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-638849 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-640055 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-640365 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-640531 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-640789 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-641238 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-641362 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-641658 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-642821 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-647063 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-650599 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-650637 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-651070 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-651124 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-652381 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-652695 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-653452 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-655873 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-656033 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-656180 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-657411 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-658024 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-658637 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-658780 0.00050005 -3.3008 0.8534 -2e-04 0.00476 balancing
1-659039 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-659669 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-660304 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-660883 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-661328 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-661765 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-661786 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-661843 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-661848 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-662292 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-664272 0.00030003 -3.5227 0.9776 -5e-04 0.004759 balancing
1-667142 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-668105 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-668127 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-668281 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-669645 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-669771 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-670037 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-671571 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-672226 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-672359 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-673246 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-673284 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-673577 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-673905 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-674928 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-675131 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-675859 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-676604 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-677236 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-678023 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-678193 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-678235 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-678644 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-678655 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-679201 0.00030003 -3.5227 0.9776 -5e-04 0.00476 balancing
1-679410 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-679604 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-680663 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-681070 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-681982 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-682425 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-683101 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-684401 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-684461 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-685006 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-685255 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-685502 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-685530 0.00030003 -3.5227 0.9776 -1e-04 0.004762 balancing
1-685656 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-685867 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-685869 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-686188 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-686586 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-686942 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-688016 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-689220 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-690049 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-690079 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-690092 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-691355 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-691773 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-691816 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-692442 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-692887 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-693552 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-693608 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-694579 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-694882 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-697365 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-697968 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-698126 0.00030003 -3.5227 0.9776 -6e-04 0.004759 balancing
1-698376 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-698456 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-699089 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-699096 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-699817 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-700722 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-700727 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-700752 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-701767 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-701944 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-702060 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-702619 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-702960 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-704209 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-705689 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-706671 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-707866 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-708047 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-709228 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-709604 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-711436 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-711801 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-712209 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-713461 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-713821 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-714420 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-714444 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-714878 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-715397 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-716039 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-716938 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-718056 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-719434 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-719790 0.00030003 -3.5227 0.9776 -5e-04 0.00476 balancing
1-719960 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-720193 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-720210 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-720242 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-720462 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-721452 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-721570 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-722443 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-723308 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-724996 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-726629 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-728636 0.00050005 -3.3008 0.8534 -1e-04 0.004761 balancing
1-729180 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-730141 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-731932 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-732189 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-733104 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-733286 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-733559 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-734032 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-734036 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-735180 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-735200 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-735354 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-737681 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-737690 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-737701 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-737926 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-738525 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-738837 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-739170 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-740874 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-740880 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-741019 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-741754 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-743986 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-744252 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-744476 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-745254 0.00020002 -3.6988 0.9926 -1e-04 0.004761 balancing
1-745943 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-746944 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-746985 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-747590 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-747868 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-749009 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-750625 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-750649 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-752005 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-752557 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-752566 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-753819 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-754865 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-755348 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-759930 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-761304 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-761501 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-761750 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-765196 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-765256 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-765585 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-765945 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-766833 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-767108 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-769429 0.00030003 -3.5227 0.9776 -2e-04 0.004761 balancing
1-770616 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-772620 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-773964 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-777078 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-777547 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-777674 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-777763 0.00020002 -3.6988 0.9926 -2e-04 0.004761 balancing
1-778004 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-778768 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-779388 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-781005 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-781017 0.00030003 -3.5227 0.9776 -1e-04 0.004761 balancing
1-781547 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-782923 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-782935 0.00040004 -3.3977 0.9304 -3e-04 0.00476 balancing
1-783074 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-783825 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-784014 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-784023 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-786104 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-786159 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-786312 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-786373 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-788629 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-790716 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-791579 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-792422 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-792916 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-794901 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-796681 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-797433 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-799738 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-800313 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-800833 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-801160 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-802480 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-803247 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-804288 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-806236 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-810104 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-810716 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-810979 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-811921 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-811995 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-812047 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-813284 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-813395 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-817417 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-817428 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-817858 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-818751 0.00040004 -3.3977 0.9304 -2e-04 0.004761 balancing
1-820028 0.00010001 -3.9999 0.9969 -3e-04 0.00476 balancing
1-820339 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-821701 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-822165 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-822300 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-823475 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-823501 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-825051 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-825428 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-825446 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-825480 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-828060 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-828861 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-829422 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-830234 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-830251 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-834294 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-834676 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-835019 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-837951 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-838360 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-840135 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-841369 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-842515 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-844388 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-846377 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-848629 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-850499 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-851072 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-853095 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-853598 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-854538 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-854618 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-855495 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-855869 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-856519 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-856580 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-857531 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-857656 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-857696 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-857700 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-858135 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-858481 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-859250 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-859702 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-860205 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-861567 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-862774 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-862816 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-863011 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-863469 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-863591 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-863609 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-863621 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-863626 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-864289 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-864357 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-864440 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-864616 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-867415 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-867532 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-867730 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-867920 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-870651 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-871142 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-871815 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-871864 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-871999 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-872380 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-872418 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-872579 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-872623 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-872755 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-873360 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-873786 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-875355 0.00030003 -3.5227 0.9776 -3e-04 0.00476 balancing
1-875479 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-875736 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-876434 0.00030003 -3.5227 0.9776 -2e-04 0.004761 balancing
1-876791 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-878670 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-881947 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-883876 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-884484 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-888030 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-888464 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-889283 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-890640 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-891014 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-893755 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-893790 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-895217 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-896486 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-896711 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-896817 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-896905 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-897120 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-897862 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-898032 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-898047 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-899144 0.00040004 -3.3977 0.9304 -1e-04 0.00476 balancing
1-902841 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-902891 0.00040004 -3.3977 0.9304 -2e-04 0.00476 balancing
1-904213 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-904215 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-904252 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-904586 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-909925 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-911174 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-912519 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-914878 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-914887 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-914889 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-915301 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-915853 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-916938 0.00020002 -3.6988 0.9926 -2e-04 0.00476 balancing
1-917877 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-919889 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-922915 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-923937 0.00030003 -3.5227 0.9776 -2e-04 0.00476 balancing
1-925160 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-925424 0.00020002 -3.6988 0.9926 -3e-04 0.00476 balancing
1-925449 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-925735 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-926412 0.00030003 -3.5227 0.9776 -1e-04 0.00476 balancing
1-926601 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-926896 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-926930 0.00010001 -3.9999 0.9969 -2e-04 0.00476 balancing
1-927738 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
1-928014 0.00020002 -3.6988 0.9926 -1e-04 0.00476 balancing
1-928051 0.00020002 -3.6988 0.9926 -4e-04 0.00476 balancing
1-928210 0.00010001 -3.9999 0.9969 -1e-04 0.00476 balancing
