SNP PROB LOG_PO Q_VALUE ALPHA FST SELECTION
1-602994 0 -1000 0.9981 0 0.00476 neutral
1-603150 0 -1000 0.9981 0 0.00476 neutral
1-603162 0 -1000 0.9981 0 0.00476 neutral
1-603712 0 -1000 0.9981 0 0.00476 neutral
1-604160 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-604304 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-604646 0 -1000 0.9981 0 0.00476 neutral
1-604847 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-604930 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-604979 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-604980 0.00020002 -3.6988 0.9926 3e-04 0.004763 neutral
1-604996 0 -1000 0.9981 0 0.00476 neutral
1-605095 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-605161 0 -1000 0.9981 0 0.00476 neutral
1-605207 0 -1000 0.9981 0 0.00476 neutral
1-605325 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-605911 0 -1000 0.9981 0 0.00476 neutral
1-606454 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-606661 0 -1000 0.9981 0 0.00476 neutral
1-607463 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-608128 0.00030003 -3.5227 0.9776 1e-04 0.004761 neutral
1-609028 0 -1000 0.9981 0 0.00476 neutral
1-609094 0 -1000 0.9981 0 0.00476 neutral
1-609153 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-609276 0 -1000 0.9981 0 0.00476 neutral
1-609294 0 -1000 0.9981 0 0.00476 neutral
1-609955 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-610020 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-610172 0 -1000 0.9981 0 0.00476 neutral
1-610305 0 -1000 0.9981 0 0.00476 neutral
1-610317 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-610483 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-610552 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-610593 0 -1000 0.9981 0 0.00476 neutral
1-611081 0 -1000 0.9981 0 0.00476 neutral
1-611204 0 -1000 0.9981 0 0.00476 neutral
1-611213 0 -1000 0.9981 0 0.00476 neutral
1-611314 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-611364 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-611392 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-611394 0 -1000 0.9981 0 0.00476 neutral
1-611426 0 -1000 0.9981 0 0.00476 neutral
1-611518 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-611544 0 -1000 0.9981 0 0.00476 neutral
1-611667 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-611877 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-611978 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-612001 0 -1000 0.9981 0 0.00476 neutral
1-612669 0 -1000 0.9981 0 0.00476 neutral
1-613556 0 -1000 0.9981 0 0.00476 neutral
1-613575 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-613613 0 -1000 0.9981 0 0.00476 neutral
1-614721 0 -1000 0.9981 0 0.00476 neutral
1-615497 0.00030003 -3.5227 0.9776 2e-04 0.004762 neutral
1-615508 0 -1000 0.9981 0 0.00476 neutral
1-615510 0 -1000 0.9981 0 0.00476 neutral
1-615621 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-615850 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-615869 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-616459 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-616521 0 -1000 0.9981 0 0.00476 neutral
1-616567 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-616587 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-616607 0 -1000 0.9981 0 0.00476 neutral
1-616621 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-616877 0 -1000 0.9981 0 0.00476 neutral
1-616914 0 -1000 0.9981 0 0.00476 neutral
1-616945 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-617362 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-617560 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-618030 0 -1000 0.9981 0 0.00476 neutral
1-618053 0 -1000 0.9981 0 0.00476 neutral
1-618061 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-618084 0 -1000 0.9981 0 0.00476 neutral
1-618330 0.00030003 -3.5227 0.9776 2e-04 0.004763 neutral
1-618384 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-618473 0 -1000 0.9981 0 0.00476 neutral
1-618531 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-618566 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-618900 0 -1000 0.9981 0 0.00476 neutral
1-618942 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-618968 0 -1000 0.9981 0 0.00476 neutral
1-619059 0 -1000 0.9981 0 0.00476 neutral
1-619087 0 -1000 0.9981 0 0.00476 neutral
1-619534 0 -1000 0.9981 0 0.00476 neutral
1-620087 0 -1000 0.9981 0 0.00476 neutral
1-620139 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-620266 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-620513 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-620540 0 -1000 0.9981 0 0.00476 neutral
1-620890 0 -1000 0.9981 0 0.00476 neutral
1-620998 0 -1000 0.9981 0 0.00476 neutral
1-620999 0 -1000 0.9981 0 0.00476 neutral
1-621000 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-621788 0 -1000 0.9981 0 0.00476 neutral
1-621800 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-621809 0 -1000 0.9981 0 0.00476 neutral
1-622089 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-622792 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-622798 0 -1000 0.9981 0 0.00476 neutral
1-622966 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-623145 0 -1000 0.9981 0 0.00476 neutral
1-623747 0 -1000 0.9981 0 0.00476 neutral
1-623931 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-624227 0 -1000 0.9981 0 0.00476 neutral
1-624383 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-624753 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-624780 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-626570 0 -1000 0.9981 0 0.00476 neutral
1-626578 0 -1000 0.9981 0 0.00476 neutral
1-626605 0 -1000 0.9981 0 0.00476 neutral
1-626666 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-627571 0 -1000 0.9981 0 0.00476 neutral
1-628044 0 -1000 0.9981 0 0.00476 neutral
1-628090 0 -1000 0.9981 0 0.00476 neutral
1-628228 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-628264 0 -1000 0.9981 0 0.00476 neutral
1-628289 0 -1000 0.9981 0 0.00476 neutral
1-628301 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-628344 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-628394 0 -1000 0.9981 0 0.00476 neutral
1-628572 0 -1000 0.9981 0 0.00476 neutral
1-628577 0 -1000 0.9981 0 0.00476 neutral
1-628582 0 -1000 0.9981 0 0.00476 neutral
1-628605 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-628685 0 -1000 0.9981 0 0.00476 neutral
1-628875 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-629470 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-629712 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-630292 0 -1000 0.9981 0 0.00476 neutral
1-631054 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-631164 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-631278 0 -1000 0.9981 0 0.00476 neutral
1-631299 0 -1000 0.9981 0 0.00476 neutral
1-631501 0 -1000 0.9981 0 0.00476 neutral
1-631567 0 -1000 0.9981 0 0.00476 neutral
1-632208 0 -1000 0.9981 0 0.00476 neutral
1-632376 0.00040004 -3.3977 0.9304 4e-04 0.004765 neutral
1-632428 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-633101 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-633104 0 -1000 0.9981 0 0.00476 neutral
1-633292 0 -1000 0.9981 0 0.00476 neutral
1-633294 0 -1000 0.9981 0 0.00476 neutral
1-633341 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-633343 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-633484 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-633623 0 -1000 0.9981 0 0.00476 neutral
1-633745 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-633808 0 -1000 0.9981 0 0.00476 neutral
1-634048 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-634304 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-634314 0.00050005 -3.3008 0.8534 6e-04 0.004768 neutral
1-634500 0 -1000 0.9981 0 0.00476 neutral
1-634501 0.00030003 -3.5227 0.9776 3e-04 0.004764 neutral
1-634543 0 -1000 0.9981 0 0.00476 neutral
1-634586 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-634670 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-634689 0 -1000 0.9981 0 0.00476 neutral
1-634769 0 -1000 0.9981 0 0.00476 neutral
1-634770 0 -1000 0.9981 0 0.00476 neutral
1-634855 0 -1000 0.9981 0 0.00476 neutral
1-635514 0 -1000 0.9981 0 0.00476 neutral
1-635783 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-635789 0 -1000 0.9981 0 0.00476 neutral
1-636351 0 -1000 0.9981 0 0.00476 neutral
1-636366 0 -1000 0.9981 0 0.00476 neutral
1-636367 0 -1000 0.9981 0 0.00476 neutral
1-636830 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-636841 0 -1000 0.9981 0 0.00476 neutral
1-636878 0 -1000 0.9981 0 0.00476 neutral
1-637238 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-637239 0 -1000 0.9981 0 0.00476 neutral
1-637241 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-638185 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-638210 0 -1000 0.9981 0 0.00476 neutral
1-638258 0 -1000 0.9981 0 0.00476 neutral
1-638407 0.0011001 -2.9581 0.5789 0.0014 0.004777 neutral
1-638415 0.0016002 -2.7951 0.4717 0.0026 0.0048 neutral
1-638424 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-638521 0 -1000 0.9981 0 0.00476 neutral
1-638670 0 -1000 0.9981 0 0.00476 neutral
1-638887 0 -1000 0.9981 0 0.00476 neutral
1-639427 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-639433 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-639597 0 -1000 0.9981 0 0.00476 neutral
1-639611 0 -1000 0.9981 0 0.00476 neutral
1-639661 0.00040004 -3.3977 0.9304 3e-04 0.004764 neutral
1-639954 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-640157 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-640163 0.0014001 -2.8532 0.5224 0.0025 0.004796 neutral
1-640392 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-640606 0 -1000 0.9981 0 0.00476 neutral
1-640799 0 -1000 0.9981 0 0.00476 neutral
1-641190 0 -1000 0.9981 0 0.00476 neutral
1-641240 0.00020002 -3.6988 0.9926 3e-04 0.004764 neutral
1-641839 0 -1000 0.9981 0 0.00476 neutral
1-641944 0 -1000 0.9981 0 0.00476 neutral
1-642211 0.00050005 -3.3008 0.8534 4e-04 0.004763 neutral
1-642558 0 -1000 0.9981 0 0.00476 neutral
1-642581 0 -1000 0.9981 0 0.00476 neutral
1-642802 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-643013 0 -1000 0.9981 0 0.00476 neutral
1-643911 0 -1000 0.9981 0 0.00476 neutral
1-644322 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-644356 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-644445 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-644559 0 -1000 0.9981 0 0.00476 neutral
1-644630 0 -1000 0.9981 0 0.00476 neutral
1-644638 0 -1000 0.9981 0 0.00476 neutral
1-645087 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-645090 0 -1000 0.9981 0 0.00476 neutral
1-645603 0 -1000 0.9981 0 0.00476 neutral
1-645634 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-645661 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-645880 0 -1000 0.9981 0 0.00476 neutral
1-645921 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-646976 0 -1000 0.9981 0 0.00476 neutral
1-646993 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-647037 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-647611 0 -1000 0.9981 0 0.00476 neutral
1-647627 0 -1000 0.9981 0 0.00476 neutral
1-647710 0 -1000 0.9981 0 0.00476 neutral
1-647816 0 -1000 0.9981 0 0.00476 neutral
1-647879 0 -1000 0.9981 0 0.00476 neutral
1-648289 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-648445 0 -1000 0.9981 0 0.00476 neutral
1-648744 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-648783 0 -1000 0.9981 0 0.00476 neutral
1-650153 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-650425 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-650626 0 -1000 0.9981 0 0.00476 neutral
1-650649 0 -1000 0.9981 0 0.00476 neutral
1-650701 0 -1000 0.9981 0 0.00476 neutral
1-651090 0 -1000 0.9981 0 0.00476 neutral
1-651487 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-651993 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-652346 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-652385 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-652387 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-652637 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-652661 0 -1000 0.9981 0 0.00476 neutral
1-652710 0 -1000 0.9981 0 0.00476 neutral
1-653014 0 -1000 0.9981 0 0.00476 neutral
1-653291 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-653337 0 -1000 0.9981 0 0.00476 neutral
1-653479 0 -1000 0.9981 0 0.00476 neutral
1-653783 0.00020002 -3.6988 0.9926 3e-04 0.004764 neutral
1-654453 0 -1000 0.9981 0 0.00476 neutral
1-654796 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-654992 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-655659 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-655893 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-655898 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-656220 0 -1000 0.9981 0 0.00476 neutral
1-656230 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-656261 0 -1000 0.9981 0 0.00476 neutral
1-656393 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-656978 0 -1000 0.9981 0 0.00476 neutral
1-657064 0 -1000 0.9981 0 0.00476 neutral
1-657341 0 -1000 0.9981 0 0.00476 neutral
1-657342 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-657421 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-657444 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-657447 0 -1000 0.9981 0 0.00476 neutral
1-658088 0 -1000 0.9981 0 0.00476 neutral
1-658423 0 -1000 0.9981 0 0.00476 neutral
1-658689 0 -1000 0.9981 0 0.00476 neutral
1-658690 0 -1000 0.9981 0 0.00476 neutral
1-658724 0 -1000 0.9981 0 0.00476 neutral
1-658726 0 -1000 0.9981 0 0.00476 neutral
1-658994 0 -1000 0.9981 0 0.00476 neutral
1-659044 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-659931 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-660256 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-660586 0 -1000 0.9981 0 0.00476 neutral
1-660641 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-660652 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-660660 0 -1000 0.9981 0 0.00476 neutral
1-660671 0.00030003 -3.5227 0.9776 3e-04 0.004763 neutral
1-660905 0 -1000 0.9981 0 0.00476 neutral
1-660922 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-661378 0.00010001 -3.9999 0.9969 2e-04 0.004762 neutral
1-661391 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-661479 0 -1000 0.9981 0 0.00476 neutral
1-661746 0.00040004 -3.3977 0.9304 0 0.004761 neutral
1-661760 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-661778 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-661791 0.00030003 -3.5227 0.9776 0 0.00476 neutral
1-661999 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-662308 0.00030003 -3.5227 0.9776 3e-04 0.004764 neutral
1-662378 0 -1000 0.9981 0 0.00476 neutral
1-662448 0 -1000 0.9981 0 0.00476 neutral
1-663926 0 -1000 0.9981 0 0.00476 neutral
1-664243 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-664324 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-664327 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-664545 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-665166 0 -1000 0.9981 0 0.00476 neutral
1-665997 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-666944 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-666968 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-666989 0 -1000 0.9981 0 0.00476 neutral
1-667369 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-667395 0 -1000 0.9981 0 0.00476 neutral
1-667402 0 -1000 0.9981 0 0.00476 neutral
1-667857 0 -1000 0.9981 0 0.00476 neutral
1-667874 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-668001 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-668260 0 -1000 0.9981 0 0.00476 neutral
1-668334 0 -1000 0.9981 0 0.00476 neutral
1-668583 0 -1000 0.9981 0 0.00476 neutral
1-669296 0 -1000 0.9981 0 0.00476 neutral
1-669553 0 -1000 0.9981 0 0.00476 neutral
1-670047 0 -1000 0.9981 0 0.00476 neutral
1-670621 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-670839 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-671139 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-671175 0.00010001 -3.9999 0.9969 2e-04 0.004763 neutral
1-671189 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-671199 0 -1000 0.9981 0 0.00476 neutral
1-671358 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-671506 0 -1000 0.9981 0 0.00476 neutral
1-671539 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-671804 0 -1000 0.9981 0 0.00476 neutral
1-673182 0 -1000 0.9981 0 0.00476 neutral
1-673523 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-673526 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-673546 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-673830 0 -1000 0.9981 0 0.00476 neutral
1-674336 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-674432 0.00020002 -3.6988 0.9926 2e-04 0.004763 neutral
1-674870 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-675228 0 -1000 0.9981 0 0.00476 neutral
1-675245 0 -1000 0.9981 0 0.00476 neutral
1-675258 0 -1000 0.9981 0 0.00476 neutral
1-675336 0 -1000 0.9981 0 0.00476 neutral
1-676128 0 -1000 0.9981 0 0.00476 neutral
1-676144 0 -1000 0.9981 0 0.00476 neutral
1-676164 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-676178 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-676260 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-676550 0 -1000 0.9981 0 0.00476 neutral
1-678002 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-678028 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-678030 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-678164 0 -1000 0.9981 0 0.00476 neutral
1-678186 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-678220 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-678648 0 -1000 0.9981 0 0.00476 neutral
1-678668 0.00020002 -3.6988 0.9926 0 0.00476 neutral
1-678728 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-678880 0.00040004 -3.3977 0.9304 1e-04 0.004761 neutral
1-678922 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-678942 0 -1000 0.9981 0 0.00476 neutral
1-679166 0 -1000 0.9981 0 0.00476 neutral
1-679351 0 -1000 0.9981 0 0.00476 neutral
1-679458 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-679459 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-679813 0 -1000 0.9981 0 0.00476 neutral
1-679871 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-679936 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-680244 0 -1000 0.9981 0 0.00476 neutral
1-680354 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-680551 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-681336 0 -1000 0.9981 0 0.00476 neutral
1-681370 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-681986 0 -1000 0.9981 0 0.00476 neutral
1-681999 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-682057 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-682231 0 -1000 0.9981 0 0.00476 neutral
1-682237 0 -1000 0.9981 0 0.00476 neutral
1-682324 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-682328 0.00040004 -3.3977 0.9304 6e-04 0.004768 neutral
1-682414 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-682803 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-683147 0 -1000 0.9981 0 0.00476 neutral
1-683400 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-683430 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-684301 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-684331 0 -1000 0.9981 0 0.00476 neutral
1-684450 0 -1000 0.9981 0 0.00476 neutral
1-684776 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-684785 0 -1000 0.9981 0 0.00476 neutral
1-685182 0 -1000 0.9981 0 0.00476 neutral
1-685190 0 -1000 0.9981 0 0.00476 neutral
1-685404 0 -1000 0.9981 0 0.00476 neutral
1-685499 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-685686 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-685863 0 -1000 0.9981 0 0.00476 neutral
1-686079 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-686102 0 -1000 0.9981 0 0.00476 neutral
1-686743 0 -1000 0.9981 0 0.00476 neutral
1-686784 0 -1000 0.9981 0 0.00476 neutral
1-687045 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-688133 0 -1000 0.9981 0 0.00476 neutral
1-688703 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-688725 0 -1000 0.9981 0 0.00476 neutral
1-688754 0 -1000 0.9981 0 0.00476 neutral
1-689183 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-689349 0 -1000 0.9981 0 0.00476 neutral
1-689371 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-689581 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-689874 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-689883 0.00040004 -3.3977 0.9304 1e-04 0.004762 neutral
1-690077 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-690083 0 -1000 0.9981 0 0.00476 neutral
1-690087 0 -1000 0.9981 0 0.00476 neutral
1-690103 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-690192 0 -1000 0.9981 0 0.00476 neutral
1-690630 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-691453 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-691580 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-691758 0 -1000 0.9981 0 0.00476 neutral
1-692159 0 -1000 0.9981 0 0.00476 neutral
1-692220 0 -1000 0.9981 0 0.00476 neutral
1-692388 0 -1000 0.9981 0 0.00476 neutral
1-692862 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-692866 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-692885 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-693143 0 -1000 0.9981 0 0.00476 neutral
1-693330 0 -1000 0.9981 0 0.00476 neutral
1-693430 0.00020002 -3.6988 0.9926 2e-04 0.004762 neutral
1-693567 0 -1000 0.9981 0 0.00476 neutral
1-693588 0.00030003 -3.5227 0.9776 3e-04 0.004763 neutral
1-693752 0 -1000 0.9981 0 0.00476 neutral
1-693797 0 -1000 0.9981 0 0.00476 neutral
1-693798 0.00020002 -3.6988 0.9926 1e-04 0.004761 neutral
1-693872 0.00020002 -3.6988 0.9926 1e-04 0.004762 neutral
1-694040 0.00010001 -3.9999 0.9969 1e-04 0.004762 neutral
1-694061 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-694394 0.00030003 -3.5227 0.9776 0 0.004761 neutral
1-694556 0 -1000 0.9981 0 0.00476 neutral
1-694593 0 -1000 0.9981 0 0.00476 neutral
1-694722 0 -1000 0.9981 0 0.00476 neutral
1-694734 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-694748 0 -1000 0.9981 0 0.00476 neutral
1-694769 0 -1000 0.9981 0 0.00476 neutral
1-694836 0 -1000 0.9981 0 0.00476 neutral
1-694880 0 -1000 0.9981 0 0.00476 neutral
1-695115 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-695452 0 -1000 0.9981 0 0.00476 neutral
1-696477 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-696484 0 -1000 0.9981 0 0.00476 neutral
1-696506 0.00010001 -3.9999 0.9969 0 0.004761 neutral
1-696657 0.00050005 -3.3008 0.8534 7e-04 0.004768 neutral
1-696845 0 -1000 0.9981 0 0.00476 neutral
1-698098 0.00020002 -3.6988 0.9926 0 0.004761 neutral
1-698124 0 -1000 0.9981 0 0.00476 neutral
1-698318 0.00010001 -3.9999 0.9969 1e-04 0.004761 neutral
1-698369 0.00010001 -3.9999 0.9969 0 0.00476 neutral
1-699095 0 -1000 0.9981 0 0.00476 neutral
1-699822 0 -1000 0.9981 0 0.00476 neutral
1-700749 0 -1000 0.9981 0 0.00476 neutral
1-701084 0 -1000 0.9981 0 0.00476 neutral
1-701162 0 -1000 0.9981 0 0.00476 neutral
1-701292 0 -1000 0.9981 0 0.00476 neutral
